iyear,country_txt,success,suicide,attack_type,targtype,group_terror,weapon_type,nkill,month
2007,France,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,0,12
2007,France,WAAR,ONWAAR,Bombing/Explosion,Police,Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,12
2007,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,12
2007,France,WAAR,ONWAAR,Bombing/Explosion,Police,Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,12
2007,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,12
2008,France,ONWAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,1
2008,France,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,1
2008,France,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,1
2008,Greece,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,1
2008,France,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,1
2008,Germany,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,2
2008,Italy,WAAR,ONWAAR,Hostage Taking (Kidnapping),Educational Institution,Unknown,Melee,0,2
2008,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Telecommunication,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,2
2008,Greece,ONWAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,2
2008,Greece,ONWAAR,ONWAAR,Bombing/Explosion,Government (General),Armed Revolutionary Action (ENEDRA),Explosives/Bombs/Dynamite,0,3
2008,Austria,WAAR,ONWAAR,Unarmed Assault,Government (General),Unknown,Chemical,0,3
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Police,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,3
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Telecommunication,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,3
2008,United Kingdom,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Unknown,Firearms,0,4
2008,Greece,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,4
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Telecommunication,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,4
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary,0,4
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,4
2008,Greece,WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Forbidden Blockade (Greece),Explosives/Bombs/Dynamite,0,4
2008,Greece,WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Unknown,Explosives/Bombs/Dynamite,0,4
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (General),Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,4
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Anti-Democratic Struggle,Incendiary,0,4
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Anti-Democratic Struggle,Incendiary,0,4
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,4
2008,France,WAAR,ONWAAR,Facility/Infrastructure Attack,Religious Figures/Institutions,LW,Incendiary,0,4
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,4
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,4
2008,Germany,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,4
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,0,4
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,4
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (General),Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,5
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (General),Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,5
2008,Sweden,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,0,5
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,5
2008,Spain,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,5
2008,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,5
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,5
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Hutus,Incendiary,0,5
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Transportation,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,5
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Oglaigh na hEireann,Explosives/Bombs/Dynamite,0,5
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,Incendiary,0,5
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Police,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,1,5
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,5
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Police,Gangs of Conscience,Incendiary,0,5
2008,France,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,5
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,5
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,5
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,5
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,5
2008,Italy,WAAR,ONWAAR,Unarmed Assault,Business,Neo-Nazi Group,Melee,0,5
2008,Ireland,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,5
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,5
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Anarchists,Incendiary,0,5
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,5
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,6
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,6
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,6
2008,Greece,WAAR,ONWAAR,Hostage Taking (Kidnapping),Business,Unknown,Firearms,0,6
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Continuity Irish Republican Army (CIRA),Explosives/Bombs/Dynamite,0,6
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,6
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,6
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,6
2008,France,WAAR,ONWAAR,Unarmed Assault,Private Citizens & Property,Unknown,Melee,0,6
2008,Greece,ONWAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,6
2008,Greece,WAAR,ONWAAR,Bombing/Explosion,Business,Popular Will (Greece),Explosives/Bombs/Dynamite,0,6
2008,Greece,WAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Telecommunication,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Irish Republican Army (IRA),Incendiary,0,7
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Police,Unknown,Incendiary,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,NGO,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,7
2008,Greece,ONWAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,0,8
2008,France,ONWAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,8
2008,France,ONWAAR,ONWAAR,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite,0,8
2008,France,ONWAAR,ONWAAR,Bombing/Explosion,Tourists,Unknown,Explosives/Bombs/Dynamite,0,8
2008,Ireland,ONWAAR,ONWAAR,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,0,8
2008,United Kingdom,ONWAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,8
2008,United Kingdom,ONWAAR,ONWAAR,Facility/Infrastructure Attack,Unknown,Unknown,Incendiary,0,8
2008,United Kingdom,ONWAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,8
2008,Ireland,ONWAAR,ONWAAR,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,0,8
2008,United Kingdom,WAAR,ONWAAR,Unarmed Assault,Police,Unknown,Melee,0,8
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,8
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Police,Unknown,Incendiary,0,8
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,8
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,8
2008,Spain,ONWAAR,ONWAAR,Bombing/Explosion,Transportation,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,8
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,8
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,8
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,8
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,8
2008,Ireland,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,8
2008,United Kingdom,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,0,8
2008,United Kingdom,WAAR,ONWAAR,Unarmed Assault,Government (General),Unknown,Melee,0,8
2008,United Kingdom,WAAR,ONWAAR,Armed Assault,Police,Unknown,Firearms,0,8
2008,Ireland,ONWAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,8
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Police,Unknown,Incendiary,0,9
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Police,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,9
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Police,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,9
2008,Spain,ONWAAR,ONWAAR,Facility/Infrastructure Attack,Police,Basque Fatherland and Freedom (ETA),Incendiary,0,9
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Police,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,9
2008,Spain,WAAR,ONWAAR,Facility/Infrastructure Attack,Police,Basque Fatherland and Freedom (ETA),Incendiary,0,9
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Military,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,1,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,9
2008,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,9
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Police,Unknown,Incendiary,0,10
2008,Spain,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,10
2008,Austria,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Kurdistan Workers' Party (PKK),Incendiary,0,10
2008,Austria,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Kurdistan Workers' Party (PKK),Melee,0,10
2008,Austria,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Kurdistan Workers' Party (PKK),Incendiary,0,10
2008,Finland,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Kurdistan Workers' Party (PKK),Incendiary,0,10
2008,Greece,ONWAAR,ONWAAR,Bombing/Explosion,Business,Revolutionary Struggle,Explosives/Bombs/Dynamite,0,10
2008,Austria,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,10
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite,0,10
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite,0,10
2008,Austria,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Kurdistan Workers' Party (PKK),Melee,0,10
2008,Austria,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,10
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Military,Unknown,Incendiary,0,10
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Educational Institution,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,10
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,11
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,11
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,11
2008,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Transportation,Neo-Nazi Group,Explosives/Bombs/Dynamite,0,11
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,Incendiary,0,11
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,Incendiary,0,11
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Incendiary Committee of Solidarity for Detainees,Incendiary,0,11
2008,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,0,11
2008,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,11
2008,Spain,WAAR,ONWAAR,Armed Assault,Business,Basque Fatherland and Freedom (ETA),Firearms,1,12
2008,Greece,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Conspiracy of Cells of Fire,Explosives/Bombs/Dynamite,0,12
2008,Germany,WAAR,ONWAAR,Armed Assault,Police,Neo-Nazi Group,Melee,0,12
2008,France,ONWAAR,ONWAAR,Bombing/Explosion,Business,Afghan Revolutionary Front,Explosives/Bombs/Dynamite,0,12
2008,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,12
2008,Netherlands,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Animal Liberation Front (ALF),Incendiary,0,12
2008,France,ONWAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,12
2008,France,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,12
2008,Denmark,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Unknown,Firearms,0,12
2008,Spain,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,12
2009,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary,0,1
2009,Belgium,WAAR,ONWAAR,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary,0,1
2009,France,WAAR,ONWAAR,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary,0,1
2009,Greece,WAAR,ONWAAR,Armed Assault,Police,Revolutionary Struggle,Firearms,0,1
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,1
2009,France,WAAR,ONWAAR,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary,0,1
2009,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,1
2009,France,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Unknown,Melee,0,1
2009,Austria,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Unknown,Firearms,1,1
2009,Spain,WAAR,ONWAAR,Bombing/Explosion,Telecommunication,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,1
2009,Italy,ONWAAR,ONWAAR,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite,0,1
2009,France,WAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,1
2009,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Oglaigh na hEireann,Explosives/Bombs/Dynamite,0,1
2009,Greece,WAAR,ONWAAR,Armed Assault,Police,Revolutionary Struggle,Firearms,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Armed Assault,Police,Revolutionary Struggle,Firearms,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Police,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,2
2009,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,2
2009,Spain,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Journalists & Media,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Conspiracy of Cells of Fire,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Conspiracy of Cells of Fire,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Conspiracy of Cells of Fire,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Journalists & Media,Sect of Revolutionaries (Greece),Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Unknown,Educational Institution,Unknown,Unknown,0,2
2009,Greece,WAAR,ONWAAR,Bombing/Explosion,Business,Revolutionary Struggle,Explosives/Bombs/Dynamite,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,2
2009,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,2
2009,Greece,WAAR,ONWAAR,Bombing/Explosion,NGO,Unknown,Explosives/Bombs/Dynamite,0,2
2009,Sweden,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Global Intifada,Other,0,2
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Transportation,Gangs of Conscience,Incendiary,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,NGO,Unknown,Incendiary,0,3
2009,United Kingdom,WAAR,ONWAAR,Armed Assault,Military,Real Irish Republican Army (RIRA),Firearms,2,3
2009,United Kingdom,WAAR,ONWAAR,Armed Assault,Police,Continuity Irish Republican Army (CIRA),Firearms,1,3
2009,Greece,WAAR,ONWAAR,Bombing/Explosion,Business,Revolutionary Struggle,Explosives/Bombs/Dynamite,0,3
2009,Greece,WAAR,ONWAAR,Bombing/Explosion,Business,Revolutionary Struggle,Explosives/Bombs/Dynamite,0,3
2009,Greece,WAAR,ONWAAR,Bombing/Explosion,Government (General),Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece,Explosives/Bombs/Dynamite,0,3
2009,Greece,WAAR,ONWAAR,Bombing/Explosion,Business,Revolutionary Struggle,Explosives/Bombs/Dynamite,0,3
2009,France,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Unknown,Firearms,0,3
2009,Germany,WAAR,ONWAAR,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary,0,3
2009,Spain,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,3
2009,United Kingdom,WAAR,ONWAAR,Hijacking,Private Citizens & Property,Irish Republican Extremists,Firearms,0,3
2009,United Kingdom,WAAR,ONWAAR,Hijacking,Private Citizens & Property,Irish Republican Extremists,Firearms,0,3
2009,United Kingdom,WAAR,ONWAAR,Hijacking,Private Citizens & Property,Irish Republican Extremists,Firearms,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,3
2009,United Kingdom,WAAR,ONWAAR,Hijacking,Unknown,Unknown,Firearms,0,3
2009,United Kingdom,WAAR,ONWAAR,Hijacking,Unknown,Irish Republican Extremists,Firearms,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,3
2009,Greece,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,3
