iyear,country,success,suicide,attack_type,target_type,target_nationality,group_name,weapon_type,nkill,date,month
1981,Ireland,WAAR,ONWAAR,Hijacking,Public services,Ireland,Unknown,Incendiary,0,1981-05-02,5
1981,France,WAAR,ONWAAR,Armed Assault,Private property,France,Pessach Group,Firearms,0,1981-05-03,5
1972,Germany,WAAR,ONWAAR,Explosion,Government,Yugoslavia,Croatian Nationalists,Bombs,0,1972-06-15,6
1981,Spain,WAAR,ONWAAR,Assassination,Government,Spain,First of October Antifascist Resistance Group (GRAPO),Firearms,2,1981-05-04,5
1981,Spain,WAAR,ONWAAR,Assassination,Government,Spain,First of October Antifascist Resistance Group (GRAPO),Firearms,2,1981-05-04,5
1981,France,WAAR,ONWAAR,Explosion,Private property,Great Britain,Unknown,Bombs,0,1981-05-04,5
1981,Switzerland,WAAR,ONWAAR,Facility Attack,Private property,Great Britain,Irish Republican Army (IRA),Incendiary,0,1981-05-04,5
1981,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,Great Britain,Unknown,Bombs,0,1981-05-05,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Ulster Freedom Fighters (UFF),Firearms,1,1972-06-16,6
1981,France,WAAR,ONWAAR,Explosion,Private property,Great Britain,Unknown,Bombs,,1981-05-05,5
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Great Britain,Red Brigades,Bombs,0,1981-05-05,5
1981,United Kingdom,ONWAAR,ONWAAR,Armed Assault,Government,Great Britain,Irish Republican Army (IRA),Firearms,0,1981-05-06,5
1972,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,3,1972-06-18,6
1981,Portugal,WAAR,ONWAAR,Explosion,Private property,Great Britain,Popular Forces of April 25,Bombs,0,1981-05-06,5
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1981-05-06,5
1981,Spain,WAAR,ONWAAR,Assassination,Government,Spain,Basque Fatherland and Freedom (ETA),Bombs,3,1981-05-07,5
1981,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Revolutionary People's Struggle (ELA),Bombs,0,1981-05-08,5
1981,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Revolutionary People's Struggle (ELA),Bombs,0,1981-05-08,5
1981,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Revolutionary People's Struggle (ELA),Bombs,0,1981-05-08,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-06-19,6
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,0,1981-05-08,5
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Irish Republican Army (IRA),Bombs,0,1981-05-09,5
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,,1981-05-09,5
1981,France,WAAR,ONWAAR,Armed Assault,Public services,Syria,Pessach Group,Firearms,0,1981-05-10,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-06-19,6
1981,Germany,WAAR,ONWAAR,Assassination,Government,Germany,Movement of the Third Reich,Firearms,1,1981-05-11,5
1981,Italy,ONWAAR,ONWAAR,Assassination,Hate crimes,Italy,Grey Wolves,Firearms,0,1981-05-13,5
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Great Britain,International Proletarian Groups,Bombs,0,1981-05-14,5
1981,Spain,WAAR,ONWAAR,Explosion,Government,Spain,Basque Fatherland and Freedom (ETA),Bombs,2,1981-05-14,5
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,1,1981-05-14,5
1981,Italy,WAAR,ONWAAR,Armed Assault,Government,Italy,Red Brigades,Firearms,0,1981-05-15,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-06-21,6
1981,Italy,WAAR,ONWAAR,Explosion,Public services,Israel,May 15 Organization for the Liberation of Palestine,Bombs,0,1981-05-15,5
1981,Spain,WAAR,ONWAAR,Explosion,Public services,Spain,Basque Fatherland and Freedom (ETA),Bombs,0,1981-05-15,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Protestant Extremists,Firearms,1,1972-06-23,6
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Private property,Northern Ireland,Ulster Freedom Fighters (UFF),Firearms,1,1981-05-16,5
1972,United Kingdom,WAAR,ONWAAR,Explosion,Government,Northern Ireland,Irish Republican Army (IRA),Bombs,3,1972-06-24,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Ulster Freedom Fighters (UFF),Firearms,1,1972-06-24,6
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,5,1981-05-19,5
1981,Italy,WAAR,ONWAAR,Kidnapping,Private property,Italy,Red Brigades,Unknown,1,1981-05-20,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-06-26,6
1981,Spain,WAAR,ONWAAR,Armed Assault,Private property,Spain,Terra Lliure,Firearms,0,1981-05-20,5
1981,France,WAAR,ONWAAR,Explosion,Private property,Great Britain,Unknown,Unknown,0,1981-05-20,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-06-26,6
1981,Spain,WAAR,ONWAAR,Explosion,Public services,Spain,Basque Fatherland and Freedom (ETA),Bombs,0,1981-05-21,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-06-26,6
1981,Spain,WAAR,ONWAAR,Armed Assault,Private property,Spain,Right-wing Terrorists,Firearms,1,1981-05-23,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Extremists,Firearms,1,1972-06-27,6
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1981-05-25,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-06-27,6
1981,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Great Britain,Unknown,Incendiary,0,1981-05-26,5
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1981-05-27,5
1981,Greece,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,0,1981-05-27,5
1981,France,WAAR,ONWAAR,Explosion,Private property,Armenia,Turks,Bombs,1,1981-05-28,5
1981,Italy,WAAR,ONWAAR,Armed Assault,Public services,Italy,Red Brigades,Firearms,0,1981-05-29,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Great Britain,Protestant Extremists,Firearms,1,1972-07-01,7
1981,Cyprus,WAAR,ONWAAR,Explosion,Public services,Cyprus,Unknown,Bombs,0,1981-05-29,5
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,1,1981-05-31,5
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Protestant Extremists,Firearms,1,1972-07-01,7
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1981-05-31,5
1981,Belgium,WAAR,ONWAAR,Assassination,Government,West Bank and Gaza Strip,Unknown,Firearms,1,1981-06-01,6
1981,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,Great Britain,Unknown,Firearms,0,1981-06-01,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Extremists,Firearms,2,1972-07-02,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Protestant Extremists,Firearms,2,1972-07-02,7
1981,Italy,WAAR,ONWAAR,Kidnapping,Private property,Italy,Red Brigades,Unknown,,1981-06-03,6
1981,Greece,WAAR,ONWAAR,Facility Attack,Private property,Greece,Revolutionary Anti-Capitalist Initiative,Incendiary,0,1981-06-03,6
1981,Greece,WAAR,ONWAAR,Facility Attack,Private property,Greece,Revolutionary Anti-Capitalist Initiative,Incendiary,0,1981-06-03,6
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1981-06-03,6
1981,Switzerland,WAAR,ONWAAR,Facility Attack,Public services,Germany,Unknown,Incendiary,0,1981-06-03,6
1981,Switzerland,WAAR,ONWAAR,Facility Attack,Private property,Switzerland,Unknown,Incendiary,0,1981-06-03,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Ulster Volunteer Force (UVF),Firearms,1,1972-07-03,7
1981,France,WAAR,ONWAAR,Explosion,Hate crimes,Armenia,Unknown,Bombs,0,1981-06-04,6
1981,Italy,WAAR,ONWAAR,Assassination,Government,Italy,Red Brigades,Firearms,1,1981-06-05,6
1981,Spain,WAAR,ONWAAR,Armed Assault,Private property,France,Unknown,Incendiary,0,1981-06-05,6
1981,Spain,WAAR,ONWAAR,Explosion,Government,Spain,Basque Fatherland and Freedom (ETA),Bombs,1,1981-06-05,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Protestant Extremists,Firearms,2,1972-07-05,7
1981,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1981-06-05,6
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1981-06-06,6
1981,Italy,WAAR,ONWAAR,Armed Assault,Government,Italy,Red Brigades,Firearms,0,1981-06-06,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Ulster Volunteer Force (UVF),Firearms,1,1972-07-05,7
1981,Germany,WAAR,ONWAAR,Facility Attack,Private property,Germany,Unknown,Incendiary,0,1981-06-08,6
1981,Switzerland,WAAR,ONWAAR,Assassination,Government,Turkey,Armenian Secret Army for the Liberation of Armenia,Firearms,1,1981-06-09,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-07-07,7
1981,Italy,WAAR,ONWAAR,Assassination,Private property,Italy,Red Brigades,Unknown,1,1981-06-10,6
1981,Italy,WAAR,ONWAAR,Armed Assault,Private property,Italy,Red Brigades,Firearms,0,1981-06-10,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Extremists,Firearms,3,1972-07-09,7
1981,France,ONWAAR,ONWAAR,Barricade,Public services,Turkey,Armenian Group,Unknown,,1981-06-11,6
1981,Spain,WAAR,ONWAAR,Explosion,Government,Spain,Basque Fatherland and Freedom (ETA),Bombs,0,1981-06-12,6
1981,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Bombs,0,1981-06-13,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Extremists,Firearms,1,1972-07-09,7
1981,Spain,WAAR,ONWAAR,Armed Assault,Government,Spain,Basque Fatherland and Freedom (ETA),Firearms,0,1981-06-14,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-07-09,7
1981,Spain,WAAR,ONWAAR,Armed Assault,Government,Spain,First of October Antifascist Resistance Group (GRAPO),Firearms,2,1981-06-17,6
1981,Spain,WAAR,ONWAAR,Armed Assault,Government,Spain,First of October Antifascist Resistance Group (GRAPO),Firearms,2,1981-06-17,6
1981,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Unknown,1,1981-06-18,6
1981,Italy,WAAR,ONWAAR,Assassination,Government,Italy,Red Brigades,Firearms,1,1981-06-19,6
1981,Italy,ONWAAR,ONWAAR,Assassination,Government,Italy,Red Brigades,Unknown,0,1981-06-19,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Protestant Extremists,Firearms,1,1972-07-11,7
1981,Italy,WAAR,ONWAAR,Unknown,Private property,Italy,Revolutionary Communist Armed Nuclei,Unknown,0,1981-06-19,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-11,7
1981,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1981-06-20,6
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,0,1981-06-20,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Extremists,Firearms,1,1972-07-12,7
1981,Spain,WAAR,ONWAAR,Assassination,Government,Spain,Basque Fatherland and Freedom (ETA),Unknown,1,1981-06-22,6
1981,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,Great Britain,Unknown,Bombs,1,1981-06-22,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Ulster Freedom Fighters (UFF),Firearms,2,1972-07-12,7
1981,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Red Brigades,Bombs,0,1981-06-23,6
1981,Spain,WAAR,ONWAAR,Explosion,Private property,Spain,Terra Lliure,Bombs,0,1981-06-23,6
1981,Spain,WAAR,ONWAAR,Explosion,Private property,Spain,Terra Lliure,Bombs,0,1981-06-23,6
1981,Spain,ONWAAR,ONWAAR,Explosion,Private property,Spain,Terra Lliure,Unknown,0,1981-06-23,6
1981,Germany,WAAR,ONWAAR,Facility Attack,Government,Iran,Mujahedin-e Khalq (MEK),Melee,0,1981-06-23,6
1981,Spain,WAAR,ONWAAR,Armed Assault,Private property,Spain,Unknown,Firearms,2,1981-06-24,6
1981,Spain,WAAR,ONWAAR,Explosion,Public services,Spain,Basque Fatherland and Freedom (ETA),Bombs,0,1981-06-24,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Protestant Extremists,Firearms,1,1972-07-12,7
1981,Portugal,ONWAAR,ONWAAR,Assassination,Private property,Portugal,Popular Forces of April 25,Firearms,0,1981-06-26,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Extremists,Firearms,1,1972-07-12,7
1981,Spain,WAAR,ONWAAR,Assassination,Private property,Spain,Basque Country Autonomous Self-Defense Group,Unknown,1,1981-06-26,6
1981,Spain,WAAR,ONWAAR,Explosion,Public services,Spain,Unknown,Bombs,,1981-06-26,6
1981,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1981-06-26,6
1981,United Kingdom,ONWAAR,ONWAAR,Armed Assault,Government,Great Britain,Unknown,Firearms,0,1981-06-27,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-13,7
1981,Spain,WAAR,ONWAAR,Assassination,Hate crimes,Spain,First of October Antifascist Resistance Group (GRAPO),Unknown,1,1981-06-28,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-13,7
1981,Italy,WAAR,ONWAAR,Explosion,Government,Italy,People's Liberation Movement,Bombs,0,1981-06-30,6
1981,Italy,WAAR,ONWAAR,Explosion,Government,Italy,People's Liberation Movement,Bombs,0,1981-06-30,6
1981,Italy,WAAR,ONWAAR,Explosion,Government,Italy,People's Liberation Movement,Bombs,0,1981-06-30,6
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-13,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Protestant Extremists,Firearms,1,1972-07-13,7
1981,Italy,ONWAAR,ONWAAR,Assassination,Government,Italy,Unknown,Firearms,0,1981-07-02,7
1981,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,Great Britain,Irish National Liberation Army (INLA),Firearms,0,1981-07-03,7
1981,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,Great Britain,Irish National Liberation Army (INLA),Firearms,0,1981-07-03,7
1981,Spain,WAAR,ONWAAR,Assassination,Government,Spain,Basque Fatherland and Freedom (ETA),Firearms,1,1981-07-05,7
1981,Spain,WAAR,ONWAAR,Armed Assault,Government,Spain,Basque Fatherland and Freedom (ETA),Unknown,1,1981-07-05,7
1981,Spain,WAAR,ONWAAR,Explosion,Private property,Spain,Unknown,Bombs,0,1981-07-08,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-14,7
1981,Spain,WAAR,ONWAAR,Assassination,Government,Spain,Basque Fatherland and Freedom (ETA),Firearms,1,1981-07-10,7
1981,Spain,WAAR,ONWAAR,Explosion,Public services,Spain,Unknown,Bombs,0,1981-07-11,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-07-14,7
1981,Italy,WAAR,ONWAAR,Facility Attack,Government,Great Britain,Unknown,Incendiary,0,1981-07-11,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-14,7
1981,Belgium,ONWAAR,ONWAAR,Assassination,Government,Yugoslavia,Albanians,Firearms,0,1981-07-14,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-14,7
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Unknown,Bombs,0,1981-07-15,7
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Workers Brigade for Communism,Bombs,1,1981-07-15,7
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Workers Brigade for Communism,Bombs,0,1981-07-15,7
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Workers Brigade for Communism,Bombs,0,1981-07-15,7
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Workers Brigade for Communism,Bombs,0,1981-07-15,7
1972,Germany,WAAR,ONWAAR,Explosion,Private property,Germany,Unknown,Bombs,,1972-07-15,7
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Workers Brigade for Communism,Bombs,0,1981-07-15,7
1981,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Workers Brigade for Communism,Bombs,0,1981-07-15,7
1972,Germany,WAAR,ONWAAR,Explosion,Private property,Germany,Unknown,Bombs,,1972-07-15,7
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1981-07-16,7
1981,Spain,WAAR,ONWAAR,Assassination,Government,Spain,Basque Fatherland and Freedom (ETA),Unknown,1,1981-07-17,7
1972,Germany,WAAR,ONWAAR,Explosion,Private property,Germany,Unknown,Bombs,,1972-07-15,7
1981,Spain,WAAR,ONWAAR,Explosion,Private property,Spain,Right-Wing Extremists,Bombs,0,1981-07-18,7
1981,Switzerland,WAAR,ONWAAR,Explosion,Government,Switzerland,Armenian Secret Army for the Liberation of Armenia,Bombs,0,1981-07-19,7
1972,Germany,WAAR,ONWAAR,Explosion,Private property,Germany,Unknown,Bombs,,1972-07-15,7
1981,Switzerland,WAAR,ONWAAR,Explosion,Public services,Switzerland,Armenian Secret Army for the Liberation of Armenia,Bombs,0,1981-07-20,7
1972,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,1,1972-07-15,7
1981,Switzerland,WAAR,ONWAAR,Explosion,Private property,Switzerland,Armenian Secret Army for the Liberation of Armenia,Bombs,0,1981-07-21,7
1981,United Kingdom,ONWAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1981-07-21,7
1981,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Left-Wing Extremists,Bombs,0,1981-07-22,7
1981,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Left-Wing Extremists,Bombs,0,1981-07-22,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-15,7
1981,Switzerland,WAAR,ONWAAR,Explosion,Public services,Switzerland,Armenian Secret Army for the Liberation of Armenia,Bombs,1,1981-07-22,7
1981,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Popular Front for the Liberation of Palestine (PFLP),Firearms,2,1981-07-22,7
1981,Portugal,ONWAAR,ONWAAR,Assassination,Private property,.,Popular Forces of April 25,Firearms,0,1981-07-23,7
1972,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,2,1972-07-16,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-07-16,7
1981,Spain,WAAR,ONWAAR,Assassination,Private property,Spain,Basque Fatherland and Freedom (ETA),Firearms,1,1981-07-25,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-18,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-07-18,7
1972,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Irish Republican Army (IRA),Bombs,1,1972-07-19,7
1981,Spain,WAAR,ONWAAR,Explosion,Public services,Spain,Basque Fatherland and Freedom (ETA),Bombs,,1981-07-30,7
1981,Spain,WAAR,ONWAAR,Explosion,Public services,Spain,Basque Fatherland and Freedom (ETA),Bombs,,1981-07-30,7
1981,Spain,WAAR,ONWAAR,Explosion,Government,Spain,Basque Separatists,Bombs,0,1981-07-30,7
1981,Italy,WAAR,ONWAAR,Armed Assault,Government,Italy,Red Brigades,Firearms,0,1981-07-30,7
1981,Italy,WAAR,ONWAAR,Assassination,Government,Italy,Armed Revolutionary Nuclei (NAR),Firearms,1,1981-07-31,7
1981,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Unknown,Bombs,0,1981-07-31,7
1981,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Unknown,Bombs,0,1981-07-31,7
1981,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Unknown,Bombs,0,1981-07-31,7
1981,Italy,WAAR,ONWAAR,Assassination,Government,Italy,Unknown,Bombs,0,1981-07-31,7
1972,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Irish Republican Army (IRA),Bombs,1,1972-07-19,7
1981,Italy,WAAR,ONWAAR,Armed Assault,Public services,Italy,Red Brigades,Firearms,0,1981-07-31,7
1981,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish National Liberation Army (INLA),Firearms,1,1981-07-31,7
1972,United Kingdom,WAAR,ONWAAR,Armed Assault,Private property,Northern Ireland,Protestant Extremists,Firearms,1,1972-07-19,7
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,2,1981-08-02,8
1972,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Irish Republican Army (IRA),Bombs,1,1972-07-20,7
1981,Greece,WAAR,ONWAAR,Facility Attack,Private property,Greece,Blue Archer Group,Incendiary,1,1981-08-02,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,0,1981-08-02,8
1981,Belgium,WAAR,ONWAAR,Assassination,Government,Yugoslavia,Unknown,Firearms,2,1981-08-04,8
1981,France,ONWAAR,ONWAAR,Assassination,Government,France,2nd of June Movement,Firearms,0,1981-08-04,8
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Protestant Extremists,Firearms,1,1972-07-21,7
1981,Belgium,WAAR,ONWAAR,Facility Attack,Private property,Yugoslavia,Independent Albanian Movement,Incendiary,0,1981-08-05,8
1972,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Irish Republican Army (IRA),Bombs,6,1972-07-21,7
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Irish Republican Army (IRA),Bombs,,1981-08-05,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Government,Great Britain,Irish Republican Army (IRA),Bombs,,1981-08-05,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Irish Republican Army (IRA),Bombs,0,1981-08-05,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Irish Republican Army (IRA),Bombs,,1981-08-05,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Irish Republican Army (IRA),Bombs,,1981-08-05,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Irish Republican Army (IRA),Bombs,,1981-08-05,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Irish Republican Army (IRA),Bombs,,1981-08-05,8
1981,United Kingdom,WAAR,ONWAAR,Explosion,Public services,Great Britain,Irish Republican Army (IRA),Bombs,,1981-08-05,8
1972,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-07-21,7
1972,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Irish Republican Army (IRA),Bombs,3,1972-07-21,7
1981,Italy,WAAR,ONWAAR,Explosion,Public services,Israel,May 15 Organization for the Liberation of Palestine,Bombs,0,1981-08-09,8
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Ulster Freedom Fighters (UFF),Firearms,2,1972-07-22,7
1981,United Kingdom,WAAR,ONWAAR,Armed Assault,Private property,Northern Ireland,Ulster Freedom Fighters (UFF),Firearms,1,1981-08-09,8
1981,Austria,WAAR,ONWAAR,Explosion,Government,Israel,May 15 Organization for the Liberation of Palestine,Bombs,0,1981-08-10,8
1981,Greece,WAAR,ONWAAR,Explosion,Government,Israel,May 15 Organization for the Liberation of Palestine,Bombs,0,1981-08-10,8
1981,Denmark,WAAR,ONWAAR,Explosion,Public services,Switzerland,Ninth of June Organization,Bombs,0,1981-08-11,8
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Ulster Volunteer Force (UVF),Firearms,1,1972-07-22,7
1981,Norway,WAAR,ONWAAR,Barricade,Government,Iran,Mujahedin-e Khalq (MEK),Unknown,0,1981-08-11,8
1981,Denmark,WAAR,ONWAAR,Explosion,Public services,Switzerland,Ninth of June Organization,Unknown,0,1981-08-11,8
1981,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1981-08-11,8
1972,United Kingdom,WAAR,ONWAAR,Kidnapping,Government,Northern Ireland,Irish Republican Army (IRA),Firearms,1,1972-07-23,7
1981,Spain,WAAR,ONWAAR,Hijacking,Government,Iran,Azadejan (Liberation),Unknown,0,1981-08-13,8
1972,United Kingdom,WAAR,ONWAAR,Assassination,Private property,Northern Ireland,Ulster Freedom Fighters (UFF),Firearms,1,1972-07-24,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Great Britain,Irish Republican Army (IRA),Firearms,1,1972-07-24,7
1972,United Kingdom,WAAR,ONWAAR,Assassination,Government,Northern Ireland,Official Irish Republican Army (OIRA),Firearms,1,1972-07-25,7
