iyear,country,success,suicide,attack_type,target_type,target_nationality,group_name,weapon_type,nkill,date,month
2011,United Kingdom,WAAR,ONWAAR,Armed Assault,Private property,Northern Ireland,Unknown,Firearms,0,2011-02-02,2
2011,Greece,ONWAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2011-02-02,2
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-02-03,2
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-02-03,2
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Unknown,Bombs,0,2011-02-10,2
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Real Irish Republican Army (RIRA),Bombs,0,2011-02-16,2
2011,Netherlands,WAAR,ONWAAR,Facility Attack,Government,Libya,Unknown,Incendiary,0,2011-02-20,2
2011,Italy,ONWAAR,ONWAAR,Explosion,Private property,Italy,Anarchists,Bombs,0,2011-02-21,2
2011,France,WAAR,ONWAAR,Explosion,Private property,France,Unknown,Bombs,0,2011-02-23,2
2011,France,WAAR,ONWAAR,Explosion,Private property,France,Corsican National Liberation Front (FLNC),Bombs,0,2011-02-22,2
2011,United Kingdom,WAAR,ONWAAR,Unarmed Assault,Private property,Northern Ireland,Unknown,Melee,0,2011-02-28,2
2011,United Kingdom,ONWAAR,ONWAAR,Armed Assault,Government,Northern Ireland,Unknown,Firearms,0,2011-03-02,3
2011,Germany,WAAR,ONWAAR,Armed Assault,Government,United States,Unaffiliated Individual(s),Firearms,2,2011-03-02,3
2011,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-03-11,3
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-03-19,3
2011,Greece,ONWAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2011-03-23,3
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Real Irish Republican Army (RIRA),Bombs,0,2011-03-28,3
2011,United Kingdom,ONWAAR,ONWAAR,Armed Assault,Public services,Northern Ireland,Unknown,Firearms,0,2011-03-28,3
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2011-03-28,3
2011,Ireland,WAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2011-03-29,3
2011,Greece,ONWAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2011-03-31,3
2011,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Informal Anarchist Federation,Bombs,0,2011-03-31,3
2011,Switzerland,WAAR,ONWAAR,Explosion,Private property,Switzerland,Informal Anarchist Federation,Bombs,0,2011-03-31,3
2011,United Kingdom,WAAR,ONWAAR,Explosion,Government,Northern Ireland,Oglaigh na hEireann,Bombs,1,2011-04-02,4
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2011-04-08,4
2011,France,WAAR,ONWAAR,Armed Assault,Government,France,Basque Fatherland and Freedom (ETA),Firearms,0,2011-04-09,4
2011,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Unknown,Incendiary,0,2011-04-14,4
2011,Greece,WAAR,ONWAAR,Facility Attack,Hate crimes,Greece,Unknown,Incendiary,0,2011-04-19,4
2011,United Kingdom,WAAR,ONWAAR,Explosion,Government,Northern Ireland,Unknown,Bombs,0,2011-04-20,4
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-04-23,4
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Unknown,Bombs,0,2011-05-09,5
2011,Greece,WAAR,ONWAAR,Facility Attack,Government,Greece,Unknown,Incendiary,0,2011-05-14,5
2011,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2011-05-16,5
2011,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Unknown,Incendiary,0,2011-05-17,5
2011,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Spain,Irish Republican Army (IRA),Bombs,0,2011-05-21,5
2011,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Great Britain,Unknown,Incendiary,0,2011-06-01,6
2011,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-06-02,6
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-06-06,6
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2011-06-08,6
2011,Ireland,WAAR,ONWAAR,Armed Assault,Government,Ireland,Real Irish Republican Army (RIRA),Firearms,1,2011-06-09,6
2011,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2011-06-17,6
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-06-30,6
2011,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-07-02,7
2011,United Kingdom,WAAR,ONWAAR,Facility Attack,Government,Northern Ireland,Unknown,Incendiary,0,2011-07-03,7
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2011-07-04,7
2011,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Great Britain,Provisional RSPCA,Incendiary,0,2011-07-05,7
2011,United Kingdom,WAAR,ONWAAR,Hijacking,Private property,Northern Ireland,Unknown,Firearms,0,2011-07-07,7
2011,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Unknown,Firearms,0,2011-07-07,7
2011,Sweden,WAAR,ONWAAR,Facility Attack,Private property,Sweden,Animal Liberation Front (ALF),Incendiary,0,2011-07-08,7
2011,Norway,WAAR,ONWAAR,Armed Assault,Private property,Norway,Unaffiliated Individual(s),Firearms,69,2011-07-22,7
2011,Norway,WAAR,ONWAAR,Explosion,Government,Norway,Unaffiliated Individual(s),Bombs,8,2011-07-22,7
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-07-22,7
2011,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-07-25,7
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-08-22,8
2011,Netherlands,WAAR,ONWAAR,Facility Attack,Private property,Netherlands,Animal Liberation Front (ALF),Sabotage_Equipment,0,2011-09-07,9
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,.,Unknown,Bombs,0,2011-09-26,9
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2011-09-30,9
2011,France,WAAR,ONWAAR,Facility Attack,Public services,Turkey,Kurdistan Workers' Party (PKK),Sabotage_Equipment,0,2011-10-06,10
2011,Germany,ONWAAR,ONWAAR,Explosion,Public services,Germany,Hekla Reception Committee-Initiative for More Social Eruptions,Bombs,0,2011-10-10,10
2011,Germany,WAAR,ONWAAR,Explosion,Public services,Germany,Hekla Reception Committee-Initiative for More Social Eruptions,Bombs,0,2011-10-10,10
2011,Germany,ONWAAR,ONWAAR,Explosion,Public services,Germany,Hekla Reception Committee-Initiative for More Social Eruptions,Bombs,0,2011-10-11,10
2011,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Conspiracy of Cells of Fire,Bombs,0,2011-10-12,10
2011,Germany,ONWAAR,ONWAAR,Explosion,Public services,Germany,Hekla Reception Committee-Initiative for More Social Eruptions,Bombs,0,2011-10-12,10
2011,Germany,ONWAAR,ONWAAR,Explosion,Public services,Germany,Hekla Reception Committee-Initiative for More Social Eruptions,Bombs,0,2011-10-13,10
2011,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Great Britain,Unknown,Sabotage_Equipment,0,,
2011,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Great Britain,Unknown,Bombs,0,2011-10-20,10
2011,Greece,WAAR,ONWAAR,Facility Attack,Government,Greece,Unknown,Incendiary,0,2011-11-14,11
2011,Portugal,WAAR,ONWAAR,Facility Attack,Government,Portugal,Anarchists,Incendiary,0,2011-11-24,11
2011,Portugal,WAAR,ONWAAR,Facility Attack,Government,Portugal,Anarchists,Incendiary,0,2011-11-24,11
2011,Greece,WAAR,ONWAAR,Facility Attack,Government,Greece,Anarchists,Incendiary,0,2011-11-29,11
2011,Germany,ONWAAR,ONWAAR,Explosion,Private property,Germany,Informal Anarchist Federation,Bombs,0,2011-12-07,12
2011,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Informal Anarchist Federation,Bombs,0,2011-12-09,12
2011,France,ONWAAR,ONWAAR,Explosion,Government,Greece,Informal Anarchist Federation,Bombs,0,2011-12-12,12
2011,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Anarchists,Bombs,0,2011-12-13,12
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Great Britain,Oglaigh na hEireann,Bombs,0,2012-01-05,1
2012,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Unknown,Bombs,0,2012-01-11,1
2012,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Unknown,Bombs,0,2012-01-16,1
2012,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Dissident Republicans,Bombs,0,2012-01-19,1
2012,United Kingdom,WAAR,ONWAAR,Explosion,Government,Northern Ireland,Dissident Republicans,Bombs,0,2012-01-19,1
2012,Germany,WAAR,ONWAAR,Facility Attack,Government,Germany,Unknown,Incendiary,0,2012-01-23,1
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-01-25,1
2012,Iceland,WAAR,ONWAAR,Explosion,Government,Iceland,Unknown,Bombs,0,2012-01-31,1
2012,Greece,ONWAAR,ONWAAR,Explosion,Public services,Greece,Urban Guerrilla War,Bombs,0,2012-02-25,2
2012,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Unknown,Bombs,0,2012-02-29,2
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Dissident Republicans,Bombs,0,2012-03-04,3
2012,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Ulster Volunteer Force (UVF),Bombs,0,2012-03-09,3
2012,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Northern Ireland,Ulster Volunteer Force (UVF),Bombs,0,2012-03-09,3
2012,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Unknown,Bombs,0,2012-03-09,3
2012,France,WAAR,ONWAAR,Armed Assault,Government,France,Unaffiliated Individual(s),Firearms,1,2012-03-11,3
2012,Belgium,WAAR,ONWAAR,Facility Attack,Hate crimes,Belgium,Unaffiliated Individual(s),Incendiary,1,2012-03-12,3
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2012-03-12,3
2012,France,WAAR,ONWAAR,Armed Assault,Government,France,Unaffiliated Individual(s),Firearms,3,2012-03-15,3
2012,France,WAAR,ONWAAR,Armed Assault,Public services,France,Unaffiliated Individual(s),Firearms,4,2012-03-19,3
2012,France,WAAR,ONWAAR,Explosion,Government,Indonesia,Unaffiliated Individual(s),Bombs,0,2012-03-21,3
2012,Greece,WAAR,ONWAAR,Facility Attack,Government,Greece,Unknown,Incendiary,0,2012-03-24,3
2012,Greece,ONWAAR,ONWAAR,Facility Attack,Government,Greece,Unknown,Incendiary,0,2012-03-24,3
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Public services,Great Britain,Informal Anarchist Federation,Incendiary,0,2012-04-11,4
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-04-03,4
2012,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2012-04-03,4
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Oglaigh na hEireann,Bombs,0,2012-04-06,4
2012,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2012-04-09,4
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Great Britain,Unknown,Bombs,0,2012-04-11,4
2012,United Kingdom,WAAR,ONWAAR,Armed Assault,Private property,Northern Ireland,Oglaigh na hEireann,Firearms,0,2012-04-11,4
2012,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Unknown,Bombs,0,2012-04-14,4
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Real Irish Republican Army (RIRA),Bombs,0,2012-04-15,4
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Loyalists,Incendiary,0,2012-04-16,4
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Loyalists,Incendiary,0,2012-04-19,4
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Oglaigh na hEireann,Bombs,0,2012-04-26,4
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Oglaigh na hEireann,Bombs,0,2012-04-25,4
2012,United Kingdom,WAAR,ONWAAR,Armed Assault,Private property,Northern Ireland,Unknown,Incendiary,0,2012-04-30,4
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Dissident Republicans,Bombs,0,2012-04-30,4
2012,Germany,ONWAAR,ONWAAR,Explosion,Private property,Germany,Unknown,Bombs,0,2012-05-01,5
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Hate crimes,Northern Ireland,Unknown,Bombs,0,2012-05-03,5
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-05-05,5
2012,Italy,ONWAAR,ONWAAR,Assassination,Private property,Italy,Informal Anarchist Federation,Firearms,0,2012-05-07,5
2012,Ireland,WAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-05-08,5
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-05-08,5
2012,Italy,ONWAAR,ONWAAR,Explosion,Private property,Italy,Unknown,Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-05-11,5
2012,Italy,WAAR,ONWAAR,Facility Attack,Private property,Italy,Informal Anarchist Federation,Incendiary,0,2012-05-12,5
2012,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2012-05-14,5
2012,Germany,WAAR,ONWAAR,Facility Attack,Government,International,Friends of Loukanikos,Incendiary,0,2012-05-14,5
2012,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Unknown,Bombs,0,2012-05-21,5
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Public services,Great Britain,Informal Anarchist Federation,Incendiary,0,2012-05-22,5
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2012-05-24,5
2012,United Kingdom,WAAR,ONWAAR,Armed Assault,Hate crimes,Northern Ireland,Unknown,Incendiary,0,2012-05-27,5
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2012-05-28,5
2012,United Kingdom,WAAR,ONWAAR,Explosion,Government,Northern Ireland,Republican Action Against Drugs (RAAD),Bombs,0,2012-06-02,6
2012,France,WAAR,ONWAAR,Unarmed Assault,Private property,France,Unknown,Melee,0,2012-06-02,6
2012,United Kingdom,WAAR,ONWAAR,Explosion,Government,Northern Ireland,Oglaigh na hEireann,Bombs,0,2012-06-06,6
2012,United Kingdom,WAAR,ONWAAR,Explosion,Private property,Great Britain,Unknown,Bombs,0,2012-06-07,6
2012,Italy,ONWAAR,ONWAAR,Armed Assault,Government,Italy,Unknown,Firearms,0,2012-06-07,6
2012,United Kingdom,WAAR,ONWAAR,Explosion,Government,Northern Ireland,Oglaigh na hEireann,Bombs,0,2012-06-11,6
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-06-14,6
2012,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Unknown,Bombs,0,2012-06-16,6
2012,Greece,ONWAAR,ONWAAR,Explosion,Public services,Greece,Unknown,Bombs,0,2012-06-17,6
2012,Greece,WAAR,ONWAAR,Unarmed Assault,Government,Greece,Unknown,Incendiary,0,2012-06-17,6
2012,France,WAAR,ONWAAR,Barricade,Private property,France,Unaffiliated Individual(s),Firearms,0,2012-06-19,6
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2012-06-21,6
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-06-22,6
2012,Greece,WAAR,ONWAAR,Armed Assault,Private property,Greece,International Revolutionary Front,Firearms,0,2012-06-27,6
2012,France,WAAR,ONWAAR,Explosion,Private property,France,Corsican National Liberation Front (FLNC),Bombs,0,2012-07-02,7
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-07-03,7
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-07-05,7
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Unknown,Incendiary,0,2012-07-08,7
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,.,Unknown,Bombs,0,2012-07-09,7
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-07-23,7
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-07-23,7
2012,Ireland,WAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-07-25,7
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-07-26,7
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Dissident Republicans,Bombs,0,2012-08-01,8
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-08-11,8
2012,Sweden,WAAR,ONWAAR,Explosion,Private property,Sweden,Unknown,Bombs,0,2012-08-14,8
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-08-16,8
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-08-21,8
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-08-21,8
2012,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Unknown,Bombs,0,2012-08-28,8
2012,Greece,WAAR,ONWAAR,Explosion,Private property,Greece,Unknown,Bombs,0,2012-08-31,8
2012,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2012-09-02,9
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Unknown,Incendiary,0,2012-09-02,9
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Private property,Northern Ireland,Unknown,Incendiary,0,2012-09-08,9
2012,France,WAAR,ONWAAR,Explosion,Private property,Corsica,Corsican National Liberation Front (FLNC),Bombs,0,2012-09-09,9
2012,France,WAAR,ONWAAR,Explosion,Private property,Corsica,Corsican National Liberation Front (FLNC),Bombs,0,2012-09-09,9
2012,France,WAAR,ONWAAR,Explosion,Private property,Corsica,Corsican National Liberation Front (FLNC),Bombs,0,2012-09-09,9
2012,France,WAAR,ONWAAR,Explosion,Private property,Corsica,Corsican National Liberation Front (FLNC),Bombs,0,2012-09-09,9
2012,France,WAAR,ONWAAR,Explosion,Private property,Corsica,Corsican National Liberation Front (FLNC),Bombs,0,2012-09-09,9
2012,France,WAAR,ONWAAR,Explosion,Private property,Corsica,Corsican National Liberation Front (FLNC),Bombs,0,2012-09-09,9
2012,France,WAAR,ONWAAR,Explosion,Private property,Corsica,Corsican National Liberation Front (FLNC),Bombs,0,2012-09-09,9
2012,Spain,ONWAAR,ONWAAR,Explosion,Public services,Spain,Resistencia Galega,Bombs,0,2012-09-15,9
2012,United Kingdom,WAAR,ONWAAR,Facility Attack,Government,Northern Ireland,Unknown,Unknown,0,2012-09-16,9
2012,Ireland,WAAR,ONWAAR,Armed Assault,Private property,Ireland,Unknown,Incendiary,0,2012-09-17,9
2012,France,WAAR,ONWAAR,Explosion,Private property,France,Unknown,Bombs,0,2012-09-19,9
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Dissident Republicans,Bombs,0,2012-09-21,9
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-09-26,9
2012,Sweden,WAAR,ONWAAR,Explosion,Private property,Sweden,Unknown,Bombs,0,2012-09-28,9
2012,Greece,WAAR,ONWAAR,Facility Attack,Government,Greece,Unknown,Incendiary,0,2012-09-29,9
2012,United Kingdom,ONWAAR,ONWAAR,Assassination,Government,India,Babbar Khalsa International (BKI),Melee,0,2012-09-30,9
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-10-04,10
2012,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Unknown,Bombs,0,2012-10-05,10
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-10-05,10
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2012-10-04,10
2012,Greece,WAAR,ONWAAR,Facility Attack,Public services,Greece,Unknown,Incendiary,0,2012-10-08,10
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Hate crimes,Northern Ireland,Unknown,Bombs,0,2012-10-09,10
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2012-10-12,10
2012,Germany,WAAR,ONWAAR,Facility Attack,Government,Greece,Unknown,Incendiary,0,2012-10-15,10
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-10-19,10
2012,Italy,WAAR,ONWAAR,Explosion,Government,Italy,Anarchists,Bombs,0,2012-10-23,10
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-10-31,10
2012,United Kingdom,WAAR,ONWAAR,Armed Assault,Government,Northern Ireland,The New Irish Republican Army,Firearms,1,2012-11-01,11
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-11-05,11
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2012-11-09,11
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Public services,Northern Ireland,Unknown,Bombs,0,2012-11-12,11
2012,Ireland,ONWAAR,ONWAAR,Explosion,Public services,Ireland,Unknown,Bombs,0,2012-11-19,11
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-11-19,11
2012,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Unknown,Bombs,0,2012-11-22,11
2012,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Militant Minority (Greece),Bombs,0,2012-11-26,11
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Unknown,Bombs,0,2012-11-26,11
2012,Italy,WAAR,ONWAAR,Explosion,Private property,Italy,Unknown,Bombs,0,2012-11-29,11
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,Unknown,Bombs,0,2012-12-01,12
2012,Greece,WAAR,ONWAAR,Explosion,Hate crimes,Greece,Informal Anarchist Federation,Bombs,0,2012-12-04,12
2012,Ireland,ONWAAR,ONWAAR,Explosion,Private property,Ireland,Unknown,Bombs,0,2012-12-06,12
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Private property,Northern Ireland,Unknown,Bombs,0,2012-12-06,12
2012,United Kingdom,ONWAAR,ONWAAR,Explosion,Government,Northern Ireland,The New Irish Republican Army,Bombs,0,2012-12-06,12
2012,Greece,WAAR,ONWAAR,Explosion,Government,Greece,Militant Minority (Greece),Bombs,0,2012-12-07,12
2012,France,WAAR,ONWAAR,Explosion,Private property,.,Corsican National Liberation Front (FLNC),Bombs,0,2012-12-08,12
